unsupervised,ndcg,vector space input nnet,ndcg,bow input nnet,0,unsupervised vector diff,,unsupervised bow diff,,,
"palmer (calcium, lou)",0.313338058,"palmer (antibiotic, calcium)",0.539914695,"palmer (rbi, 625)",0.239193988,"palmer (rbi, 625)",,"palmer (rbi, 625)",0.07414407,,-0.226576637
"pan (spray, steer)",0.485642295,"pan (ed, mask)",0.567095052,"pan (token, automatic)",0.242587832,"pan (token, automatic)",,"pan (token, automatic)",0.243054463,,-0.081452757
"panasonic (mono, lcd)",0.463893076,"panasonic (combo, nonchristian)",0.61128472,"panasonic (midi, peripherals)",0.401030848,"panasonic (midi, peripherals)",,"panasonic (midi, peripherals)",0.062862228,,-0.147391644
"panel (planning, panels)",0.559079144,"panel (safe, counted)",0.668381732,"panel (conventional, orientation)",0.350941669,"panel (conventional, orientation)",,"panel (conventional, orientation)",0.208137475,,-0.109302588
"panels (automated, presentation)",0.44060136,"panels (possibility, accommodate)",0.539017526,"panels (tracking, operated)",0.253175771,"panels (tracking, operated)",,"panels (tracking, operated)",0.187425589,,-0.098416166
"panic (bloody, consumption)",0.349362939,"panic (devices, factor)",0.520932488,"panic (intention, offering)",0.294730013,"panic (intention, offering)",,"panic (intention, offering)",0.054632926,,-0.171569549
"pants (jacket, precautions)",0.537900019,"pants (throw, distant)",0.567557251,"pants (substitute, continuously)",0.29108166,"pants (substitute, continuously)",,"pants (substitute, continuously)",0.246818359,,-0.029657232
"paper (papers, placed)",0.334152585,"paper (chief, functions)",0.568803446,"paper (home, technology)",0.245666509,"paper (home, technology)",,"paper (home, technology)",0.088486076,,-0.234650861
"paperback (handbook, galaxy)",0.595533223,"paperback (169, galaxy)",0.815017101,"paperback (dip, grows)",0.354676716,"paperback (dip, grows)",,"paperback (dip, grows)",0.240856507,,-0.219483878
"papers (information, paper)",0.389778187,"papers (terrorism, ignored)",0.494588103,"papers (rm, affected)",0.243836876,"papers (rm, affected)",,"papers (rm, affected)",0.145941311,,-0.104809916
"paperwork (pizza, flush)",0.415771472,"paperwork (inning, fees)",0.719092681,"paperwork (borrow, theft)",0.252399406,"paperwork (borrow, theft)",,"paperwork (borrow, theft)",0.163372066,,-0.303321209
"par (asleep, suppressed)",0.358505351,"par (cautious, systematically)",0.543580806,"par (specific, party)",0.211840564,"par (specific, party)",,"par (specific, party)",0.146664787,,-0.185075455
"parable (confess, pet)",0.486107778,"parable (beginning, scene)",0.794959175,"parable (noble, christs)",0.250024271,"parable (noble, christs)",,"parable (noble, christs)",0.236083507,,-0.308851397
"paradise (sinless, peripheral)",0.642658885,"paradise (contributors, lead)",0.774042495,"paradise (praise, wrapped)",0.264500741,"paradise (praise, wrapped)",,"paradise (praise, wrapped)",0.378158144,,-0.13138361
"paradox (assembler, downloading)",0.465230953,"paradox (403, lotus)",0.746384483,"paradox (loss, characters)",0.290607732,"paradox (loss, characters)",,"paradox (loss, characters)",0.174623221,,-0.28115353
"paragraph (answer, answers)",0.342017046,"paragraph (setting, mess)",0.588535339,"paragraph (security, total)",0.247858403,"paragraph (security, total)",,"paragraph (security, total)",0.094158643,,-0.246518293
"paragraphs (failing, slander)",0.465321136,"paragraphs (113, violates)",0.700286137,"paragraphs (jokes, knees)",0.281977103,"paragraphs (jokes, knees)",,"paragraphs (jokes, knees)",0.183344033,,-0.234965001
"parallel (port, supply)",0.35875984,"parallel (surrounding, rational)",0.525306759,"parallel (frame, foot)",0.217919528,"parallel (frame, foot)",,"parallel (frame, foot)",0.140840312,,-0.166546919
"parallels (nazi, pauls)",0.305180637,"parallels (controls, criticism)",0.409849552,"parallels (defining, bullet)",0.204960759,"parallels (defining, bullet)",,"parallels (defining, bullet)",0.100219878,,-0.104668915
"parameter (rockies, spreadsheet)",0.46005831,"parameter (marketing, imake)",0.705262855,"parameter (archive, bat)",0.283287084,"parameter (archive, bat)",,"parameter (archive, bat)",0.176771226,,-0.245204545
"parameters (misinformation, sufficient)",0.400114203,"parameters (sequence, backup)",0.578983154,"parameters (justified, definition)",0.409715984,"parameters (justified, definition)",,"parameters (justified, definition)",-0.009601781,,-0.178868951
"paranoia (disclosure, fbis)",0.336156578,"paranoia (floating, 256k)",0.523662655,"paranoia (properties, sacred)",0.22260945,"paranoia (properties, sacred)",,"paranoia (properties, sacred)",0.113547128,,-0.187506077
"paranoid (nonchristians, lunatic)",0.596479074,"paranoid (heck, kent)",0.697646165,"paranoid (arguably, switzerland)",0.291256865,"paranoid (arguably, switzerland)",,"paranoid (arguably, switzerland)",0.305222209,,-0.101167091
"paraphrase (brilliant, mentally)",0.538988748,"paraphrase (asking, substitution)",0.710097968,"paraphrase (indication, involve)",0.319080214,"paraphrase (indication, involve)",,"paraphrase (indication, involve)",0.219908534,,-0.17110922
"pardon (simplistic, hurting)",0.519955398,"pardon (deciding, cutting)",0.597315329,"pardon (hearts, hmm)",0.366230418,"pardon (hearts, hmm)",,"pardon (hearts, hmm)",0.15372498,,-0.077359931
"parent (callback, 412)",0.601125881,"parent (global, specify)",0.679206334,"parent (altogether, coin)",0.231932903,"parent (altogether, coin)",,"parent (altogether, coin)",0.369192978,,-0.078080453
"parents (children, woman)",0.612248783,"parents (cell, vice)",0.687105366,"parents (larger, strictly)",0.438073001,"parents (larger, strictly)",,"parents (larger, strictly)",0.174175782,,-0.074856583
"paris (province, 1966)",0.418372329,"paris (visual, pool)",0.50386491,"paris (december, monthly)",0.238327187,"paris (december, monthly)",,"paris (december, monthly)",0.180045142,,-0.085492581
"parity (grid, baud)",0.61701058,"parity (victims, guys)",0.711806377,"parity (optical, formed)",0.311922413,"parity (optical, formed)",,"parity (optical, formed)",0.305088167,,-0.094795797
"park (san, avenue)",0.419423905,"park (useless, mentions)",0.673792402,"park (allowing, department)",0.24232009,"park (allowing, department)",,"park (allowing, department)",0.177103815,,-0.254368497
"parked (fork, 708)",0.338423892,"parked (died, injured)",0.510556394,"parked (wishing, legislative)",0.215092836,"parked (wishing, legislative)",,"parked (wishing, legislative)",0.123331056,,-0.172132502
"parking (shouting, jacket)",0.321061679,"parking (lesson, removing)",0.449734637,"parking (replace, natural)",0.24207843,"parking (replace, natural)",,"parking (replace, natural)",0.078983249,,-0.128672958
"parks (gt, suspension)",0.666628626,"parks (henderson, 134)",0.723153112,"parks (diameter, hours)",0.296309572,"parks (diameter, hours)",,"parks (diameter, hours)",0.370319054,,-0.056524486
"parliament (policemen, parliamentary)",0.35250087,"parliament (parliamentary, elections)",0.601640309,"parliament (gov, irregular)",0.270705694,"parliament (gov, irregular)",,"parliament (gov, irregular)",0.081795176,,-0.249139439
"parliamentary (smuggling, historic)",0.485854664,"parliamentary (historic, parliament)",0.62663107,"parliamentary (systematic, districts)",0.277446836,"parliamentary (systematic, districts)",,"parliamentary (systematic, districts)",0.208407828,,-0.140776406
"part (may, also)",0.48934331,"part (need, parts)",0.680158635,"part (favorite, meaning)",0.431177087,"part (favorite, meaning)",,"part (favorite, meaning)",0.058166223,,-0.190815325
"partial (quarterly, fonts)",0.474905476,"partial (education, proven)",0.688167216,"partial (realized, locally)",0.334714488,"partial (realized, locally)",,"partial (realized, locally)",0.140190988,,-0.21326174
"partially (definite, manufacturer)",0.586086986,"partially (manipulate, lunar)",0.610669818,"partially (literature, skeptical)",0.486793923,"partially (literature, skeptical)",,"partially (literature, skeptical)",0.099293063,,-0.024582832
"participants (reveal, social)",0.626427119,"participants (reveal, obtained)",0.719490786,"participants (clues, alcohol)",0.348649363,"participants (clues, alcohol)",,"participants (clues, alcohol)",0.277777756,,-0.093063667
"participate (argue, contributors)",0.317044513,"participate (bringing, 18)",0.513241174,"participate (significantly, stating)",0.247725125,"participate (significantly, stating)",,"participate (significantly, stating)",0.069319388,,-0.196196661
"participated (corps, reform)",0.46623401,"participated (1926, forgive)",0.571225446,"participated (viewed, marc)",0.297129103,"participated (viewed, marc)",,"participated (viewed, marc)",0.169104907,,-0.104991436
"participating (subscription, geographical)",0.734840187,"participating (packages, participation)",0.855822814,"participating (focused, cells)",0.326353249,"participating (focused, cells)",,"participating (focused, cells)",0.408486938,,-0.120982627
"participation (significance, volunteers)",0.446439481,"participation (participating, horse)",0.493295948,"participation (treated, acquire)",0.281576531,"participation (treated, acquire)",,"participation (treated, acquire)",0.16486295,,-0.046856467
"particle (tactical, spacecraft)",0.390872371,"particle (unity, loan)",0.531756198,"particle (molecules, esoteric)",0.231294085,"particle (molecules, esoteric)",,"particle (molecules, esoteric)",0.159578286,,-0.140883827
"particles (occurring, orbiting)",0.292384588,"particles (river, lung)",0.561753778,"particles (involving, justified)",0.225503712,"particles (involving, justified)",,"particles (involving, justified)",0.066880876,,-0.26936919
"particular (may, almost)",0.616046672,"particular (major, original)",0.636761506,"particular (anybody, perhaps)",0.276259646,"particular (anybody, perhaps)",,"particular (anybody, perhaps)",0.339787026,,-0.020714834
"particularly (almost, although)",0.456048033,"particularly (network, visit)",0.798965418,"particularly (quality, long)",0.313214717,"particularly (quality, long)",,"particularly (quality, long)",0.142833316,,-0.342917385
"particulars (discharge, slavery)",0.406667371,"particulars (upi, gifts)",0.656812908,"particulars (obstacles, divided)",0.244855565,"particulars (obstacles, divided)",,"particulars (obstacles, divided)",0.161811806,,-0.250145537
"parties (gained, patented)",0.399669858,"parties (independence, battle)",0.50776943,"parties (contract, lie)",0.259508969,"parties (contract, lie)",,"parties (contract, lie)",0.140160889,,-0.108099572
"partition (vi, tga)",0.271904151,"partition (correspondence, hopkins)",0.440875618,"partition (strictly, frame)",0.265566941,"partition (strictly, frame)",,"partition (strictly, frame)",0.00633721,,-0.168971467
"partly (inability, perceived)",0.453126927,"partly (vague, outstanding)",0.685220877,"partly (links, bubble)",0.287387266,"partly (links, bubble)",,"partly (links, bubble)",0.165739661,,-0.23209395
"partner (threatening, husband)",0.318735302,"partner (1948, nowhere)",0.5367581,"partner (conservative, meat)",0.244757817,"partner (conservative, meat)",,"partner (conservative, meat)",0.073977485,,-0.218022798
"partners (establishing, enterprise)",0.365554553,"partners (contamination, 208)",0.571143707,"partners (girls, applying)",0.246439423,"partners (girls, applying)",,"partners (girls, applying)",0.11911513,,-0.205589154
"parts (used, small)",0.287687932,"parts (also, part)",0.440651661,"parts (needed, ways)",0.267507405,"parts (needed, ways)",,"parts (needed, ways)",0.020180527,,-0.152963729
"party (thousands, hotels)",0.381682354,"party (administration, side)",0.452695312,"party (gave, crazy)",0.215781197,"party (gave, crazy)",,"party (gave, crazy)",0.165901157,,-0.071012958
"pasadena (calif, interplanetary)",0.281631953,"pasadena (truecolor, disappear)",0.498483779,"pasadena (cluster, imagery)",0.212329974,"pasadena (cluster, imagery)",,"pasadena (cluster, imagery)",0.069301979,,-0.216851826
"pascal (turbo, shareware)",0.287349292,"pascal (eric, slip)",0.520337668,"pascal (observer, symbols)",0.231112856,"pascal (observer, symbols)",,"pascal (observer, symbols)",0.056236436,,-0.232988376
"pass (reach, every)",0.492858786,"pass (manual, mode)",0.649637841,"pass (sometimes, slower)",0.276085055,"pass (sometimes, slower)",,"pass (sometimes, slower)",0.216773731,,-0.156779055
"passage (passages, pauls)",0.306744118,"passage (conservative, nearly)",0.595197672,"passage (panic, acknowledge)",0.273117325,"passage (panic, acknowledge)",,"passage (panic, acknowledge)",0.033626793,,-0.288453554
"passages (passage, emphasized)",0.476892083,"passages (expecting, occasionally)",0.80030224,"passages (blind, agencies)",0.39295904,"passages (blind, agencies)",,"passages (blind, agencies)",0.083933043,,-0.323410157
"passed (tried, unfortunately)",0.343851968,"passed (case, taken)",0.632639014,"passed (roll, forms)",0.230003513,"passed (roll, forms)",,"passed (roll, forms)",0.113848455,,-0.288787046
"passenger (cars, seat)",0.231865168,"passenger (captain, 151)",0.304283431,"passenger (fitted, temperatures)",0.200827717,"passenger (fitted, temperatures)",,"passenger (fitted, temperatures)",0.031037451,,-0.072418263
"passengers (msf, collision)",0.538869443,"passengers (hat, supplement)",0.668671107,"passengers (spinning, fitted)",0.233801592,"passengers (spinning, fitted)",,"passengers (spinning, fitted)",0.305067851,,-0.129801664
"passes (finds, tables)",0.319435142,"passes (legs, testing)",0.613468395,"passes (fairly, ice)",0.246333811,"passes (fairly, ice)",,"passes (fairly, ice)",0.073101331,,-0.294033253
"passing (pass, moves)",0.268559544,"passing (behavior, interact)",0.451853904,"passing (block, williams)",0.206057365,"passing (block, williams)",,"passing (block, williams)",0.062502179,,-0.18329436
"passion (sins, christ)",0.349032212,"passion (focusing, marc)",0.456400499,"passion (praying, jury)",0.277261357,"passion (praying, jury)",,"passion (praying, jury)",0.071770855,,-0.107368287
"passive (attach, positively)",0.526596743,"passive (distinguish, detecting)",0.555136254,"passive (twenty, rebuilt)",0.266359348,"passive (twenty, rebuilt)",,"passive (twenty, rebuilt)",0.260237395,,-0.028539511
"password (networked, gaps)",0.559867429,"password (jon, configured)",0.787204152,"password (tracking, arbitrary)",0.306333163,"password (tracking, arbitrary)",,"password (tracking, arbitrary)",0.253534266,,-0.227336723
"past (almost, last)",0.429227382,"past (new, purpose)",0.517912168,"past (plan, frequent)",0.238809149,"past (plan, frequent)",,"past (plan, frequent)",0.190418233,,-0.088684786
"paste (ncd, openwindows)",0.442518302,"paste (combining, astronomical)",0.537495982,"paste (sized, remotely)",0.302302049,"paste (sized, remotely)",,"paste (sized, remotely)",0.140216253,,-0.09497768
"pastor (healed, communion)",0.466047493,"pastor (moderated, couples)",0.654429837,"pastor (congregation, repent)",0.418576309,"pastor (congregation, repent)",,"pastor (congregation, repent)",0.047471184,,-0.188382344
"pat (terry, glenn)",0.381269656,"pat (pure, courses)",0.533415459,"pat (consideration, 1400)",0.276312444,"pat (consideration, 1400)",,"pat (consideration, 1400)",0.104957212,,-0.152145803
"patch (disappointed, displays)",0.447879829,"patch (survive, utility)",0.546424097,"patch (maintains, versus)",0.270439499,"patch (maintains, versus)",,"patch (maintains, versus)",0.17744033,,-0.098544268
"patches (solaris, safeguards)",0.215057358,"patches (uptodate, upgraded)",0.356196739,"patches (purchased, discount)",0.175289601,"patches (purchased, discount)",,"patches (purchased, discount)",0.039767757,,-0.141139381
